name,source
FBtr0305982.1,protein_coding
FBtr0305984.1,protein_coding
FBtr0305985.1,protein_coding
FBtr0305986.1,protein_coding
FBtr0305987.1,protein_coding
FBtr0305988.1,protein_coding
FBtr0305989.1,protein_coding
FBtr0305990.1,protein_coding
FBtr0305991.1,protein_coding
FBtr0305992.1,protein_coding
FBtr0305993.1,protein_coding
FBtr0305994.1,protein_coding
FBtr0305995.1,protein_coding
FBtr0305998.1,protein_coding
FBtr0306000.1,protein_coding
FBtr0306001.1,protein_coding
FBtr0306002.1,protein_coding
FBtr0306003.1,protein_coding
FBtr0306005.1,protein_coding
FBtr0306006.1,protein_coding
FBtr0306007.1,protein_coding
FBtr0306008.1,protein_coding
FBtr0306009.1,protein_coding
FBtr0306010.1,protein_coding
FBtr0306011.1,protein_coding
FBtr0306013.1,protein_coding
FBtr0306015.1,protein_coding
FBtr0306016.1,protein_coding
FBtr0306017.1,protein_coding
FBtr0306020.1,protein_coding
FBtr0306022.1,protein_coding
FBtr0306023.1,protein_coding
FBtr0306024.1,protein_coding
FBtr0306025.1,protein_coding
FBtr0306026.1,protein_coding
FBtr0306027.1,protein_coding
FBtr0306029.1,protein_coding
FBtr0306031.1,protein_coding
FBtr0306040.1,protein_coding
FBtr0306041.1,protein_coding
FBtr0306042.1,protein_coding
FBtr0306043.1,protein_coding
FBtr0306044.1,protein_coding
FBtr0306048.1,protein_coding
FBtr0306049.1,protein_coding
FBtr0306050.1,protein_coding
FBtr0306051.1,protein_coding
FBtr0306052.1,protein_coding
FBtr0306054.1,protein_coding
FBtr0306055.1,protein_coding
FBtr0306056.1,protein_coding
FBtr0306057.1,protein_coding
FBtr0306058.1,protein_coding
FBtr0306060.1,protein_coding
FBtr0306061.1,protein_coding
FBtr0306062.1,protein_coding
FBtr0306063.1,protein_coding
FBtr0306064.1,protein_coding
FBtr0306067.1,protein_coding
FBtr0306076.1,protein_coding
FBtr0306077.1,protein_coding
FBtr0306078.1,protein_coding
FBtr0306079.1,protein_coding
FBtr0306080.1,protein_coding
FBtr0306081.1,protein_coding
FBtr0306082.1,protein_coding
FBtr0306084.1,protein_coding
FBtr0306086.1,protein_coding
FBtr0306087.1,protein_coding
FBtr0306088.1,protein_coding
FBtr0306089.1,protein_coding
FBtr0306090.1,protein_coding
FBtr0306091.1,protein_coding
FBtr0306092.1,protein_coding
FBtr0306093.1,protein_coding
FBtr0306094.1,protein_coding
FBtr0306095.1,protein_coding
FBtr0306096.1,protein_coding
FBtr0306097.1,protein_coding
FBtr0306098.1,protein_coding
FBtr0306099.1,protein_coding
FBtr0306100.1,protein_coding
FBtr0306101.1,protein_coding
FBtr0306102.1,protein_coding
FBtr0306104.1,protein_coding
FBtr0306105.1,protein_coding
FBtr0306106.1,protein_coding
FBtr0306107.1,protein_coding
FBtr0306111.1,protein_coding
FBtr0306112.1,protein_coding
FBtr0306113.1,protein_coding
FBtr0306114.1,protein_coding
FBtr0306115.1,protein_coding
FBtr0306120.1,protein_coding
FBtr0306121.1,protein_coding
FBtr0306133.1,protein_coding
FBtr0306134.1,protein_coding
FBtr0306135.1,protein_coding
FBtr0306137.1,protein_coding
FBtr0306138.1,protein_coding
FBtr0306139.1,protein_coding
FBtr0306140.1,protein_coding
FBtr0306142.1,protein_coding
FBtr0306143.1,pseudogene
FBtr0306144.1,pseudogene
FBtr0306145.1,pseudogene
FBtr0306146.1,pseudogene
FBtr0306147.1,pseudogene
FBtr0306148.1,pseudogene
FBtr0306149.1,pseudogene
FBtr0306150.1,protein_coding
FBtr0306151.1,protein_coding
FBtr0306152.1,protein_coding
FBtr0306153.1,protein_coding
FBtr0306154.1,protein_coding
FBtr0306155.1,protein_coding
FBtr0306156.1,protein_coding
FBtr0306157.1,protein_coding
FBtr0306158.1,protein_coding
FBtr0306159.1,protein_coding
FBtr0306160.1,protein_coding
FBtr0306161.1,protein_coding
FBtr0306162.1,protein_coding
FBtr0306163.1,protein_coding
FBtr0306165.1,protein_coding
FBtr0306166.1,protein_coding
FBtr0306167.1,protein_coding
FBtr0306168.1,protein_coding
FBtr0306169.1,protein_coding
FBtr0306170.1,protein_coding
FBtr0306171.1,protein_coding
FBtr0306172.1,protein_coding
FBtr0306199.1,protein_coding
FBtr0306200.1,protein_coding
FBtr0306201.1,protein_coding
FBtr0306202.1,protein_coding
FBtr0306203.1,protein_coding
FBtr0306204.1,protein_coding
FBtr0306205.1,protein_coding
FBtr0306206.1,protein_coding
FBtr0306207.1,protein_coding
FBtr0306209.1,protein_coding
FBtr0306210.1,protein_coding
FBtr0306228.1,protein_coding
FBtr0306229.1,protein_coding
FBtr0306230.1,protein_coding
FBtr0306231.1,protein_coding
FBtr0306232.1,protein_coding
FBtr0306233.1,protein_coding
FBtr0306234.1,protein_coding
FBtr0306235.1,protein_coding
FBtr0306236.1,protein_coding
FBtr0306237.1,protein_coding
FBtr0306238.1,protein_coding
FBtr0306239.1,protein_coding
FBtr0306240.1,protein_coding
FBtr0306241.1,protein_coding
FBtr0306242.1,protein_coding
FBtr0306243.1,protein_coding
FBtr0306244.1,protein_coding
FBtr0306245.1,protein_coding
FBtr0306246.1,protein_coding
FBtr0306247.1,protein_coding
FBtr0306248.1,protein_coding
FBtr0306249.1,protein_coding
FBtr0306250.1,protein_coding
FBtr0306251.1,protein_coding
FBtr0306252.1,protein_coding
FBtr0306253.1,protein_coding
FBtr0306254.1,protein_coding
FBtr0306255.1,protein_coding
FBtr0306256.1,protein_coding
FBtr0306257.1,protein_coding
FBtr0306258.1,protein_coding
FBtr0306259.1,protein_coding
FBtr0306260.1,protein_coding
FBtr0306279.1,protein_coding
FBtr0306280.1,protein_coding
FBtr0306281.1,protein_coding
FBtr0306282.1,protein_coding
FBtr0306283.1,protein_coding
FBtr0306284.1,protein_coding
FBtr0306285.1,protein_coding
FBtr0306287.1,protein_coding
FBtr0306288.1,protein_coding
FBtr0306289.1,protein_coding
FBtr0306290.1,protein_coding
FBtr0306291.1,lincRNA
FBtr0306292.1,protein_coding
FBtr0306293.1,protein_coding
FBtr0306294.1,lincRNA
FBtr0306295.1,lincRNA
FBtr0306296.1,lincRNA
FBtr0306297.1,lincRNA
FBtr0306298.1,pseudogene
FBtr0306299.1,lincRNA
FBtr0306301.1,protein_coding
FBtr0306303.1,protein_coding
FBtr0306304.1,protein_coding
FBtr0306305.1,protein_coding
FBtr0306307.1,protein_coding
FBtr0306308.1,protein_coding
FBtr0306309.1,protein_coding
FBtr0306310.1,protein_coding
FBtr0306312.1,protein_coding
FBtr0306314.1,lincRNA
FBtr0306315.1,lincRNA
FBtr0306316.1,lincRNA
FBtr0306319.1,lincRNA
FBtr0306320.1,lincRNA
FBtr0306321.1,lincRNA
FBtr0306322.1,lincRNA
FBtr0306323.1,protein_coding
FBtr0306324.1,protein_coding
FBtr0306326.1,protein_coding
FBtr0306327.1,protein_coding
FBtr0306328.1,protein_coding
FBtr0306329.1,protein_coding
FBtr0306330.1,protein_coding
FBtr0306331.1,protein_coding
FBtr0306333.1,protein_coding
FBtr0306335.1,protein_coding
FBtr0306336.1,protein_coding
FBtr0306337.1,protein_coding
FBtr0306338.1,lincRNA
FBtr0306339.1,lincRNA
FBtr0306340.1,lincRNA
FBtr0306341.1,protein_coding
FBtr0306343.1,protein_coding
FBtr0306344.1,protein_coding
FBtr0306345.1,protein_coding
FBtr0306346.1,protein_coding
FBtr0306347.1,protein_coding
FBtr0306348.1,protein_coding
FBtr0306349.1,protein_coding
FBtr0306350.1,protein_coding
FBtr0306351.1,protein_coding
FBtr0306354.1,protein_coding
FBtr0306381.1,protein_coding
FBtr0306382.1,protein_coding
FBtr0306383.1,protein_coding
FBtr0306384.1,protein_coding
FBtr0306386.1,protein_coding
FBtr0306388.1,protein_coding
FBtr0306389.1,protein_coding
FBtr0306390.1,protein_coding
FBtr0306391.1,protein_coding
FBtr0306392.1,protein_coding
FBtr0306393.1,protein_coding
FBtr0306520.1,protein_coding
FBtr0306521.1,protein_coding
FBtr0306522.1,protein_coding
FBtr0306523.1,protein_coding
FBtr0306533.1,protein_coding
FBtr0306534.1,protein_coding
FBtr0306535.1,protein_coding
FBtr0306536.1,protein_coding
FBtr0306537.1,protein_coding
FBtr0306538.1,protein_coding
FBtr0306539.1,protein_coding
FBtr0306540.1,protein_coding
FBtr0306541.1,protein_coding
FBtr0306542.1,protein_coding
FBtr0306544.1,protein_coding
FBtr0306545.1,protein_coding
FBtr0306546.1,lincRNA
FBtr0306547.1,lincRNA
FBtr0306548.1,lincRNA
FBtr0306549.1,protein_coding
FBtr0306550.1,protein_coding
FBtr0306554.1,protein_coding
FBtr0306556.1,protein_coding
FBtr0306557.1,protein_coding
FBtr0306558.1,protein_coding
FBtr0306559.1,protein_coding
FBtr0306560.1,protein_coding
FBtr0306561.1,protein_coding
FBtr0306562.1,protein_coding
FBtr0306563.1,protein_coding
FBtr0306564.1,protein_coding
FBtr0306565.1,protein_coding
FBtr0306566.1,protein_coding
FBtr0306567.1,protein_coding
FBtr0306568.1,protein_coding
FBtr0306569.1,protein_coding
FBtr0306570.1,protein_coding
FBtr0306571.1,protein_coding
FBtr0306572.1,protein_coding
FBtr0306573.1,protein_coding
FBtr0306574.1,protein_coding
FBtr0306576.1,protein_coding
FBtr0306577.1,protein_coding
FBtr0306578.1,protein_coding
FBtr0306579.1,protein_coding
FBtr0306580.1,protein_coding
FBtr0306581.1,protein_coding
FBtr0306582.1,protein_coding
FBtr0306583.1,protein_coding
FBtr0306584.1,protein_coding
FBtr0306585.1,protein_coding
FBtr0306586.1,protein_coding
FBtr0306587.1,protein_coding
FBtr0306588.1,protein_coding
FBtr0306589.1,protein_coding
FBtr0306590.1,protein_coding
FBtr0306591.1,protein_coding
FBtr0306592.1,protein_coding
FBtr0306593.1,protein_coding
FBtr0306594.1,protein_coding
FBtr0306595.1,protein_coding
FBtr0306596.1,protein_coding
FBtr0306597.1,protein_coding
FBtr0306598.1,protein_coding
FBtr0306600.1,protein_coding
FBtr0306601.1,protein_coding
FBtr0306603.1,protein_coding
FBtr0306604.1,protein_coding
FBtr0306606.1,protein_coding
FBtr0306608.1,protein_coding
FBtr0306609.1,protein_coding
FBtr0306611.1,protein_coding
FBtr0306614.1,protein_coding
FBtr0306615.1,protein_coding
FBtr0306616.1,protein_coding
FBtr0306619.1,protein_coding
FBtr0306620.1,protein_coding
FBtr0306622.1,protein_coding
FBtr0306623.1,protein_coding
FBtr0306624.1,protein_coding
FBtr0306625.1,protein_coding
FBtr0306630.1,protein_coding
FBtr0306631.1,protein_coding
FBtr0306632.1,protein_coding
FBtr0306633.1,protein_coding
FBtr0306634.1,protein_coding
FBtr0306635.1,protein_coding
FBtr0306636.1,protein_coding
FBtr0306637.1,protein_coding
FBtr0306638.1,protein_coding
FBtr0306639.1,protein_coding
FBtr0306640.1,protein_coding
FBtr0306641.1,protein_coding
FBtr0306642.1,protein_coding
FBtr0306643.1,protein_coding
FBtr0306644.1,protein_coding
FBtr0306646.1,protein_coding
FBtr0306647.1,protein_coding
FBtr0306648.1,protein_coding
FBtr0306649.1,protein_coding
FBtr0306650.1,protein_coding
FBtr0306651.1,protein_coding
FBtr0306652.1,protein_coding
FBtr0306653.1,protein_coding
FBtr0306654.1,protein_coding
FBtr0306655.1,protein_coding
FBtr0306656.1,protein_coding
FBtr0306657.1,protein_coding
FBtr0306678.1,protein_coding
FBtr0306679.1,protein_coding
FBtr0306681.1,protein_coding
FBtr0306682.1,protein_coding
FBtr0306683.1,protein_coding
FBtr0306684.1,protein_coding
FBtr0306685.1,protein_coding
FBtr0306686.1,protein_coding
FBtr0306687.1,protein_coding
FBtr0306688.1,protein_coding
FBtr0306690.1,protein_coding
FBtr0306691.1,protein_coding
FBtr0306692.1,protein_coding
FBtr0306693.1,protein_coding
FBtr0306694.1,protein_coding
FBtr0306695.1,protein_coding
FBtr0306696.1,protein_coding
FBtr0306697.1,protein_coding
FBtr0306698.1,protein_coding
FBtr0306704.1,protein_coding
FBtr0306705.1,protein_coding
FBtr0306708.1,protein_coding
FBtr0306709.1,pseudogene
FBtr0306710.1,lincRNA
FBtr0306711.1,protein_coding
FBtr0306712.1,protein_coding
FBtr0306713.1,protein_coding
FBtr0306714.1,protein_coding
FBtr0306715.1,protein_coding
FBtr0306716.1,pseudogene
FBtr0306717.1,protein_coding
FBtr0306718.1,protein_coding
FBtr0306719.1,lincRNA
FBtr0306721.1,lincRNA
FBtr0306722.1,pseudogene
FBtr0306723.1,pseudogene
FBtr0306724.1,pseudogene
FBtr0306726.1,lincRNA
FBtr0306727.1,lincRNA
FBtr0306728.1,lincRNA
FBtr0306729.1,lincRNA
FBtr0306733.1,lincRNA
FBtr0306735.1,protein_coding
FBtr0306737.1,protein_coding
FBtr0306738.1,protein_coding
FBtr0306739.1,protein_coding
FBtr0306740.1,pseudogene
FBtr0306741.1,pseudogene
FBtr0306742.1,protein_coding
FBtr0306743.1,pseudogene
FBtr0306744.1,protein_coding
FBtr0306745.1,protein_coding
FBtr0306746.1,protein_coding
FBtr0306747.1,protein_coding
FBtr0306748.1,protein_coding
FBtr0306749.1,protein_coding
FBtr0306750.1,protein_coding
FBtr0306751.1,protein_coding
FBtr0306752.1,protein_coding
FBtr0306753.1,protein_coding
FBtr0306754.1,protein_coding
FBtr0306755.1,protein_coding
FBtr0306767.1,protein_coding
FBtr0306768.1,protein_coding
FBtr0306769.1,protein_coding
FBtr0306770.1,protein_coding
FBtr0306771.1,protein_coding
FBtr0306772.1,protein_coding
FBtr0306773.1,protein_coding
FBtr0306774.1,protein_coding
FBtr0306775.1,protein_coding
FBtr0306776.1,protein_coding
FBtr0306777.1,protein_coding
FBtr0306778.1,protein_coding
FBtr0306779.1,protein_coding
FBtr0306780.1,protein_coding
FBtr0306781.1,protein_coding
FBtr0306782.1,protein_coding
FBtr0306783.1,protein_coding
FBtr0306784.1,protein_coding
FBtr0306785.1,protein_coding
FBtr0306786.1,protein_coding
FBtr0306787.1,protein_coding
FBtr0306791.1,snRNA
FBtr0306793.1,protein_coding
FBtr0306794.1,protein_coding
FBtr0306795.1,protein_coding
FBtr0306796.1,protein_coding
FBtr0306797.1,protein_coding
FBtr0306798.1,protein_coding
FBtr0306799.1,protein_coding
FBtr0306800.1,protein_coding
FBtr0306801.1,protein_coding
FBtr0306802.1,protein_coding
FBtr0306804.1,protein_coding
FBtr0306805.1,protein_coding
FBtr0306806.1,protein_coding
FBtr0306807.1,protein_coding
FBtr0306808.1,protein_coding
FBtr0306810.1,protein_coding
FBtr0306813.1,protein_coding
FBtr0306814.1,protein_coding
FBtr0306816.1,protein_coding
FBtr0306818.1,protein_coding
FBtr0306819.1,protein_coding
FBtr0306820.1,protein_coding
FBtr0306821.1,protein_coding
FBtr0306822.1,protein_coding
FBtr0306823.1,protein_coding
FBtr0306824.1,protein_coding
FBtr0306825.1,protein_coding
FBtr0306826.1,protein_coding
FBtr0306827.1,lincRNA
FBtr0306828.1,lincRNA
FBtr0306829.1,lincRNA
FBtr0306830.1,lincRNA
FBtr0306831.1,lincRNA
FBtr0306832.1,lincRNA
FBtr0306833.1,lincRNA
FBtr0306834.1,lincRNA
FBtr0306835.1,lincRNA
FBtr0306836.1,lincRNA
FBtr0306837.1,lincRNA
FBtr0306838.1,lincRNA
FBtr0306840.1,lincRNA
FBtr0306841.1,protein_coding
FBtr0306842.1,protein_coding
FBtr0306843.1,protein_coding
FBtr0306844.1,lincRNA
FBtr0306845.1,pseudogene
FBtr0306847.1,protein_coding
FBtr0306848.1,protein_coding
FBtr0306849.1,protein_coding
FBtr0306850.1,protein_coding
FBtr0306851.1,lincRNA
FBtr0306852.1,protein_coding
FBtr0306853.1,protein_coding
FBtr0306854.1,protein_coding
FBtr0306855.1,protein_coding
FBtr0306897.1,lincRNA
FBtr0306898.1,lincRNA
FBtr0306899.1,lincRNA
FBtr0306900.1,protein_coding
FBtr0306901.1,protein_coding
FBtr0306902.1,protein_coding
FBtr0306903.1,protein_coding
FBtr0306904.1,protein_coding
FBtr0306905.1,protein_coding
FBtr0306906.1,protein_coding
FBtr0306907.1,protein_coding
FBtr0306908.1,protein_coding
FBtr0306909.1,protein_coding
FBtr0306910.1,protein_coding
FBtr0306911.1,protein_coding
FBtr0306912.1,protein_coding
FBtr0306913.1,protein_coding
FBtr0306914.1,protein_coding
FBtr0306915.1,protein_coding
FBtr0306916.1,protein_coding
FBtr0306917.1,protein_coding
FBtr0306918.1,lincRNA
FBtr0306919.1,protein_coding
FBtr0306920.1,protein_coding
FBtr0306921.1,protein_coding
FBtr0306922.1,protein_coding
FBtr0306923.1,protein_coding
FBtr0306924.1,protein_coding
FBtr0306925.1,protein_coding
FBtr0306926.1,protein_coding
FBtr0306927.1,protein_coding
FBtr0306928.1,protein_coding
FBtr0306929.1,protein_coding
FBtr0306930.1,protein_coding
FBtr0306931.1,protein_coding
FBtr0306932.1,protein_coding
FBtr0306933.1,protein_coding
FBtr0306934.1,protein_coding
FBtr0306935.1,protein_coding
FBtr0306936.1,protein_coding
FBtr0306937.1,protein_coding
FBtr0306938.1,protein_coding
FBtr0306939.1,protein_coding
FBtr0306940.1,protein_coding
FBtr0306941.1,protein_coding
FBtr0306942.1,protein_coding
FBtr0306943.1,protein_coding
FBtr0306944.1,protein_coding
FBtr0306945.1,protein_coding
FBtr0306946.1,protein_coding
FBtr0306947.1,protein_coding
FBtr0306948.1,protein_coding
FBtr0306973.1,lincRNA
FBtr0306974.1,protein_coding
FBtr0306975.1,protein_coding
FBtr0306976.1,protein_coding
FBtr0307015.1,protein_coding
FBtr0307016.1,protein_coding
FBtr0307018.1,protein_coding
FBtr0307019.1,protein_coding
FBtr0307020.1,protein_coding
FBtr0307021.1,protein_coding
FBtr0307022.1,protein_coding
FBtr0307023.1,protein_coding
FBtr0307024.1,protein_coding
FBtr0307027.1,protein_coding
FBtr0307028.1,protein_coding
FBtr0307029.1,protein_coding
FBtr0307030.1,protein_coding
FBtr0307031.1,protein_coding
FBtr0307032.1,protein_coding
FBtr0307033.1,protein_coding
FBtr0307034.1,protein_coding
FBtr0307035.1,protein_coding
FBtr0307036.1,protein_coding
FBtr0307037.1,protein_coding
FBtr0307038.1,protein_coding
FBtr0307039.1,protein_coding
FBtr0307040.1,protein_coding
FBtr0307041.1,protein_coding
FBtr0307043.1,protein_coding
FBtr0307044.1,protein_coding
FBtr0307047.1,protein_coding
FBtr0307048.1,protein_coding
FBtr0307049.1,protein_coding
FBtr0307050.1,protein_coding
FBtr0307051.1,protein_coding
FBtr0307052.1,protein_coding
FBtr0307053.1,protein_coding
FBtr0307055.1,protein_coding
FBtr0307056.1,protein_coding
FBtr0307057.1,protein_coding
FBtr0307058.1,protein_coding
FBtr0307059.1,protein_coding
FBtr0307060.1,protein_coding
FBtr0307061.1,protein_coding
FBtr0307062.1,protein_coding
FBtr0307063.1,protein_coding
FBtr0307064.1,protein_coding
FBtr0307065.1,protein_coding
FBtr0307066.1,protein_coding
FBtr0307067.1,protein_coding
FBtr0307068.1,protein_coding
FBtr0307069.1,protein_coding
FBtr0307070.1,protein_coding
FBtr0307071.1,protein_coding
FBtr0307072.1,protein_coding
FBtr0307073.1,protein_coding
FBtr0307074.1,protein_coding
FBtr0307075.1,protein_coding
FBtr0307076.1,protein_coding
FBtr0307077.1,protein_coding
FBtr0307078.1,protein_coding
FBtr0307079.1,protein_coding
FBtr0307080.1,protein_coding
FBtr0307082.1,protein_coding
FBtr0307083.1,protein_coding
FBtr0307085.1,protein_coding
FBtr0307086.1,protein_coding
FBtr0307087.1,protein_coding
FBtr0307091.1,protein_coding
FBtr0307092.1,protein_coding
FBtr0307093.1,protein_coding
FBtr0307094.1,protein_coding
FBtr0307095.1,protein_coding
FBtr0307096.1,protein_coding
FBtr0307097.1,protein_coding
FBtr0307098.1,protein_coding
FBtr0307099.1,protein_coding
FBtr0307100.1,protein_coding
FBtr0307101.1,protein_coding
FBtr0307103.1,protein_coding
FBtr0307106.1,lincRNA
FBtr0307107.1,lincRNA
FBtr0307108.1,lincRNA
FBtr0307109.1,protein_coding
FBtr0307110.1,pseudogene
FBtr0307111.1,pseudogene
FBtr0307112.1,pseudogene
FBtr0307113.1,lincRNA
FBtr0307114.1,pseudogene
FBtr0307115.1,protein_coding
FBtr0307116.1,lincRNA
FBtr0307117.1,pseudogene
FBtr0307118.1,pseudogene
FBtr0307119.1,pseudogene
FBtr0307120.1,pseudogene
FBtr0307158.1,protein_coding
FBtr0307159.1,protein_coding
FBtr0307160.1,protein_coding
FBtr0307161.1,protein_coding
FBtr0307162.1,protein_coding
FBtr0307163.1,protein_coding
FBtr0307164.1,protein_coding
FBtr0307165.1,protein_coding
FBtr0307166.1,protein_coding
FBtr0307167.1,protein_coding
FBtr0307170.1,protein_coding
FBtr0307171.1,protein_coding
FBtr0307172.1,protein_coding
FBtr0307173.1,protein_coding
FBtr0307174.1,protein_coding
FBtr0307175.1,protein_coding
FBtr0307176.1,protein_coding
FBtr0307177.1,protein_coding
FBtr0307178.1,protein_coding
FBtr0307179.1,protein_coding
FBtr0307180.1,protein_coding
FBtr0307181.1,protein_coding
FBtr0307182.1,protein_coding
FBtr0307183.1,protein_coding
FBtr0307184.1,protein_coding
FBtr0307185.1,protein_coding
FBtr0307186.1,protein_coding
FBtr0307187.1,protein_coding
FBtr0307189.1,protein_coding
FBtr0307190.1,protein_coding
FBtr0307191.1,protein_coding
FBtr0307192.1,protein_coding
FBtr0307193.1,protein_coding
FBtr0307194.1,protein_coding
FBtr0307195.1,protein_coding
FBtr0307196.1,protein_coding
FBtr0307197.1,protein_coding
FBtr0307198.1,protein_coding
FBtr0307199.1,protein_coding
FBtr0307200.1,protein_coding
FBtr0307201.1,protein_coding
FBtr0307203.1,protein_coding
FBtr0307204.1,protein_coding
FBtr0307205.1,protein_coding
FBtr0307206.1,protein_coding
FBtr0307207.1,protein_coding
FBtr0307208.1,protein_coding
FBtr0307209.1,protein_coding
FBtr0307210.1,protein_coding
FBtr0307212.1,protein_coding
FBtr0307213.1,protein_coding
FBtr0307214.1,protein_coding
FBtr0307215.1,protein_coding
FBtr0307216.1,protein_coding
FBtr0307217.1,protein_coding
FBtr0307270.1,protein_coding
FBtr0307271.1,protein_coding
FBtr0307272.1,protein_coding
FBtr0307273.1,protein_coding
FBtr0307274.1,protein_coding
FBtr0307275.1,protein_coding
FBtr0307276.1,protein_coding
FBtr0307277.1,protein_coding
FBtr0307278.1,protein_coding
FBtr0307279.1,protein_coding
FBtr0307280.1,protein_coding
FBtr0307281.1,protein_coding
FBtr0307282.1,protein_coding
FBtr0307283.1,protein_coding
FBtr0307284.1,protein_coding
FBtr0307285.1,protein_coding
FBtr0307286.1,protein_coding
FBtr0307287.1,protein_coding
FBtr0307288.1,protein_coding
FBtr0307289.1,protein_coding
FBtr0307290.1,protein_coding
FBtr0307291.1,protein_coding
FBtr0307292.1,protein_coding
FBtr0307293.1,protein_coding
FBtr0307294.1,protein_coding
FBtr0307295.1,protein_coding
FBtr0307296.1,protein_coding
FBtr0307297.1,protein_coding
FBtr0307300.1,protein_coding
FBtr0307301.1,protein_coding
FBtr0307302.1,protein_coding
FBtr0307304.1,protein_coding
FBtr0307305.1,protein_coding
FBtr0307306.1,protein_coding
FBtr0307307.1,protein_coding
FBtr0307308.1,protein_coding
FBtr0307309.1,protein_coding
FBtr0307310.1,protein_coding
FBtr0307311.1,protein_coding
FBtr0307312.1,protein_coding
FBtr0307313.1,protein_coding
FBtr0307314.1,protein_coding
FBtr0307315.1,protein_coding
FBtr0307316.1,protein_coding
FBtr0307317.1,protein_coding
FBtr0307318.1,protein_coding
FBtr0307319.1,protein_coding
FBtr0307320.1,protein_coding
FBtr0307321.1,protein_coding
FBtr0307322.1,protein_coding
FBtr0307323.1,protein_coding
FBtr0307324.1,protein_coding
FBtr0307325.1,protein_coding
FBtr0307326.1,protein_coding
FBtr0307327.1,protein_coding
FBtr0307328.1,protein_coding
FBtr0307329.1,protein_coding
FBtr0307333.1,protein_coding
FBtr0307334.1,protein_coding
FBtr0307336.1,protein_coding
FBtr0307337.1,protein_coding
FBtr0307338.1,protein_coding
FBtr0307339.1,protein_coding
FBtr0307341.1,protein_coding
FBtr0307342.1,protein_coding
FBtr0307343.1,protein_coding
FBtr0307344.1,protein_coding
FBtr0307345.1,protein_coding
FBtr0307346.1,protein_coding
FBtr0307347.1,protein_coding
FBtr0307348.1,protein_coding
FBtr0307349.1,protein_coding
FBtr0307350.1,protein_coding
FBtr0307351.1,protein_coding
FBtr0307362.1,lincRNA
FBtr0307363.1,lincRNA
FBtr0307364.1,lincRNA
FBtr0307366.1,lincRNA
FBtr0307367.1,protein_coding
FBtr0307368.1,protein_coding
FBtr0307369.1,protein_coding
FBtr0307370.1,protein_coding
FBtr0307371.1,protein_coding
FBtr0307372.1,protein_coding
FBtr0307373.1,protein_coding
FBtr0307374.1,protein_coding
FBtr0307375.1,protein_coding
FBtr0307376.1,protein_coding
FBtr0307377.1,protein_coding
FBtr0307378.1,protein_coding
FBtr0307379.1,protein_coding
FBtr0307380.1,protein_coding
FBtr0307381.1,protein_coding
FBtr0307382.1,protein_coding
FBtr0307383.1,protein_coding
FBtr0307384.1,protein_coding
FBtr0307385.1,protein_coding
FBtr0307386.1,protein_coding
FBtr0307387.1,protein_coding
FBtr0307388.1,protein_coding
FBtr0307391.1,pseudogene
FBtr0307392.1,protein_coding
FBtr0307393.1,protein_coding
FBtr0307394.1,protein_coding
FBtr0307486.1,protein_coding
FBtr0307487.1,protein_coding
FBtr0307488.1,protein_coding
FBtr0307489.1,protein_coding
FBtr0307491.1,protein_coding
FBtr0307492.1,protein_coding
FBtr0307493.1,protein_coding
FBtr0307494.1,protein_coding
FBtr0307495.1,protein_coding
FBtr0307496.1,protein_coding
FBtr0307497.1,protein_coding
FBtr0307498.1,protein_coding
FBtr0307499.1,protein_coding
FBtr0307500.1,protein_coding
FBtr0307501.1,protein_coding
FBtr0307502.1,protein_coding
FBtr0307504.1,protein_coding
FBtr0307505.1,protein_coding
FBtr0307506.1,protein_coding
FBtr0307507.1,protein_coding
FBtr0307508.1,protein_coding
FBtr0307509.1,protein_coding
FBtr0307510.1,protein_coding
FBtr0307511.1,protein_coding
FBtr0307512.1,protein_coding
FBtr0307513.1,protein_coding
FBtr0307514.1,protein_coding
FBtr0307515.1,protein_coding
FBtr0307516.1,protein_coding
FBtr0307518.1,protein_coding
FBtr0307519.1,protein_coding
FBtr0307520.1,protein_coding
FBtr0307521.1,protein_coding
FBtr0307522.1,protein_coding
FBtr0307523.1,protein_coding
FBtr0307524.1,protein_coding
FBtr0307525.1,protein_coding
FBtr0307526.1,protein_coding
FBtr0307527.1,protein_coding
FBtr0307528.1,protein_coding
FBtr0307529.1,protein_coding
FBtr0307530.1,protein_coding
FBtr0307531.1,protein_coding
FBtr0307532.1,protein_coding
FBtr0307535.1,protein_coding
FBtr0307537.1,protein_coding
FBtr0307538.1,protein_coding
FBtr0307539.1,protein_coding
FBtr0307540.1,protein_coding
FBtr0307541.1,protein_coding
FBtr0307542.1,protein_coding
FBtr0307547.1,protein_coding
FBtr0307548.1,protein_coding
FBtr0307550.1,protein_coding
FBtr0307551.1,protein_coding
FBtr0307552.1,protein_coding
FBtr0307553.1,protein_coding
FBtr0307554.1,protein_coding
FBtr0307555.1,protein_coding
FBtr0307577.1,protein_coding
FBtr0307578.1,lincRNA
FBtr0307579.1,pseudogene
FBtr0307580.1,pseudogene
FBtr0307581.1,pseudogene
FBtr0307582.1,pseudogene
FBtr0307583.1,pseudogene
FBtr0307584.1,pseudogene
FBtr0307585.1,pseudogene
FBtr0307586.1,pseudogene
FBtr0307587.1,pseudogene
FBtr0307588.1,pseudogene
FBtr0307589.1,pseudogene
